gene_id,1,10,11,13,14,25,26,31,36,4,42,45,46,53,54,55,57,61,7,9
LOC726434,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC726433,61.40,19.95,30.03,24.64,35.92,29.59,25.30,26.64,15.60,26.46,64.96,17.76,24.47,22.76,35.95,9.00,45.09,39.40,30.90,6.04
LOC726432,1202.89,921.00,1104.00,647.00,1374.00,736.00,654.00,665.00,747.20,684.91,1047.00,541.00,615.00,502.00,469.00,568.00,1278.00,524.02,582.03,183.00
LOC726431,538.00,632.98,991.00,535.12,618.00,600.00,567.00,518.98,877.00,676.00,924.00,689.24,494.99,1072.00,927.00,503.87,612.01,1173.00,923.00,56.00
LOC102654268,8.00,4.00,17.00,13.00,7.00,14.00,9.00,21.00,8.00,13.00,7.00,7.00,17.00,11.00,12.00,10.00,18.00,12.00,20.00,1.00
LOC102653814,14.85,0.00,2.00,13.66,0.00,12.72,11.36,0.00,1.00,2.00,1.00,6.91,0.00,0.00,0.00,45.75,2.93,0.00,0.00,0.00
LOC102653815,1247.00,1038.00,1191.00,1362.00,1058.00,1380.86,1181.00,2893.00,1313.01,1090.00,1397.00,2427.94,2443.00,3511.00,2647.00,1913.00,1116.00,2401.00,1332.00,89.00
LOC102653816,5.00,4.00,0.00,6.00,9.00,2.00,6.00,4.00,5.00,3.00,6.97,4.00,0.00,0.00,6.00,4.00,13.00,1.00,6.00,0.00
LOC102654265,7.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,4.00,0.00,0.00,1.00,3.00,0.00,1.00,1.00,0.00,1.00
LOC102653810,3.00,2.00,0.00,17.00,2.00,5.00,5.00,0.00,0.00,0.00,0.00,2.00,12.00,2.00,4.00,2.00,3.00,2.00,1.00,0.00
LOC102653811,3.00,0.00,3.00,14.00,1.00,0.00,3.00,11.00,6.00,2.00,2.00,1.00,3.00,1.00,1.00,1.00,4.00,2.00,2.00,0.00
LOC102654260,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
LOC102653813,0.00,1.00,1.09,1.11,1.03,3.14,1.00,6.00,1.00,4.00,3.86,7.00,6.28,0.00,1.00,1.09,4.25,0.00,6.30,0.00
LOC412969,482.22,450.98,197.89,131.92,724.14,1579.52,985.55,1368.73,1003.82,388.92,26.00,40.00,1860.50,0.00,62.00,1468.75,811.91,118.98,540.86,141.00
LOC412968,71.00,132.00,55.00,46.00,56.00,40.00,46.00,35.00,33.00,43.00,45.00,28.00,38.00,25.46,25.00,30.00,97.00,48.00,30.00,21.00
LOC412966,137.00,36.00,112.00,64.00,81.00,61.00,47.00,62.00,85.00,25.00,79.00,65.17,50.00,74.00,65.00,64.00,72.00,85.00,53.00,13.00
LOC412965,217.00,197.00,172.00,308.13,243.00,136.00,177.66,114.00,123.00,98.00,244.99,91.00,124.02,94.00,105.83,112.00,224.00,133.01,146.00,89.00
LOC412961,778.00,267.00,653.00,505.00,731.00,344.00,399.98,399.00,367.00,390.00,870.00,353.00,215.00,249.00,462.93,325.00,464.00,330.00,239.00,95.00
LOC412960,20.00,39.00,18.00,29.00,27.00,8.00,10.00,2.00,4.00,12.00,18.00,11.00,5.00,1.00,7.00,11.00,35.00,11.00,19.00,12.00
LOC725915,543.01,405.00,587.00,523.00,589.99,1005.98,660.68,606.01,775.00,1019.44,1170.18,350.00,586.96,294.00,950.97,622.00,394.00,394.00,511.01,56.00
LOC102653601,412.00,166.00,515.05,317.00,532.00,337.00,256.00,261.00,405.00,350.00,546.98,219.00,166.00,157.00,243.00,234.00,481.86,280.00,334.00,47.00
LOC102653600,7.15,4.76,17.12,16.47,4.30,20.22,2.59,15.95,6.51,6.48,10.88,16.55,14.80,35.58,12.02,26.05,12.14,27.73,11.56,4.83
LOC102653602,5.00,4.00,1.00,0.00,0.00,0.00,3.00,1.00,0.00,4.00,4.00,7.00,4.00,3.00,5.00,0.00,5.00,1.00,3.00,0.00
LOC102653604,0.00,3.00,1.00,3.00,2.00,1.00,7.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,4.00,0.00,2.00,2.00,0.00,0.00
LOC102653607,1.00,4.00,0.00,13.00,6.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
